############################################################
# group name of the atoms under study      : all
# total number of atoms in the group       : 512
# dimension of the system                  : 3 D
# number of atoms per unit cell            : 1
# dimension of the FFT mesh                : 8 x 8 x 8
# number of wait steps before measurement  : 500000
# frequency of GFC measurement             : 10
# output result after this many measurement: 50000
# number of processors used by this run    : 4
############################################################
# mapping information between lattice index and atom id
# nx ny nz nucell
8 8 8 1
# l1 l2 l3 k atom_id
0.5 0.375 0.5 0.162101 2.74673e-20 0.0573821 7.72772e-05 0.0514913 -5.18587e-05 0.0573821 -7.72772e-05 0.0846379 2.25495e-20 0.0224909 0.000234052 0.0514913 5.18587e-05 0.0224909 -0.000234052 0.0712189 0
0.5 0.375 0.625 0.164564 0 0.0515742 2.83187e-05 0.0370191 -0.000118092 0.0515742 -2.83187e-05 0.099904 -1.40934e-21 0.000439305 -8.36578e-05 0.0370191 0.000118092 0.000439305 8.36578e-05 0.10047 4.53493e-21
0.5 0.375 0.75 0.158728 6.55832e-21 0.0390876 0.000128108 0.00134752 1.43871e-05 0.0390876 -0.000128108 0.108258 -5.63737e-21 -0.0235039 5.87581e-05 0.00134752 -1.43871e-05 -0.0235039 -5.87581e-05 0.126438 0
0.5 0.375 0.875 0.160746 0 0.0261431 0.000407862 -0.0362637 0.000122965 0.0261431 -0.000407862 0.119028 0 -0.03008 2.9243e-05 -0.0362637 -0.000122965 -0.03008 -2.9243e-05 0.138262 2.20389e-21
0.5 0.5 0 0.160221 0 0.0373854 0 -0.0487372 0 0.0373854 0 0.11593 0 -0.0311463 0 -0.0487372 0 -0.0311463 0 0.137744 0
0.5 0.5 0.125 0.163166 -2.78294e-20 0.043136 -0.000215892 -0.0360364 -0.000239873 0.043136 0.000215892 0.115424 -5.63737e-21 -0.0208799 0.000218601 -0.0360364 0.000239873 -0.0208799 -0.000218601 0.130366 -7.80617e-21
0.5 0.5 0.25 0.163764 2.73768e-23 0.05455 0.000194689 0.000424335 -4.44678e-05 0.05455 -0.000194689 0.103394 0 0.00011165 -3.21663e-05 0.000424335 4.44678e-05 0.00011165 3.21663e-05 0.0948299 -1.14379e-24
0.5 0.5 0.375 0.162528 -1.72576e-21 0.0682112 6.16485e-05 0.0375973 3.90374e-05 0.0682112 -6.16485e-05 0.0865792 0 0.0212091 -0.000115812 0.0375973 -3.90374e-05 0.0212091 0.000115812 0.0706249 5.87805e-22
0.5 0.5 0.5 0.169132 0 0.0784362 0 0.0551144 0 0.0784362 0 0.0815075 0 0.0312429 0 0.0551144 0 0.0312429 0 0.0618719 0
0.5 0.5 0.625 0.162528 1.72576e-21 0.0682112 -6.16485e-05 0.0375973 -3.90374e-05 0.0682112 6.16485e-05 0.0865792 0 0.0212091 0.000115812 0.0375973 3.90374e-05 0.0212091 -0.000115812 0.0706249 -5.87805e-22
0.5 0.5 0.75 0.163764 -2.73768e-23 0.05455 -0.000194689 0.000424335 4.44678e-05 0.05455 0.000194689 0.103394 0 0.00011165 3.21663e-05 0.000424335 -4.44678e-05 0.00011165 -3.21663e-05 0.0948299 1.14379e-24
0.5 0.5 0.875 0.163166 2.78294e-20 0.043136 0.000215892 -0.0360364 0.000239873 0.043136 -0.000215892 0.115424 5.63737e-21 -0.0208799 -0.000218601 -0.0360364 -0.000239873 -0.0208799 0.000218601 0.130366 7.80617e-21
0.5 0.625 0 0.163223 2.61082e-21 0.0243376 -7.35892e-05 -0.0545507 -1.28337e-05 0.0243376 7.35892e-05 0.111436 -2.81868e-21 -0.0226986 -0.000199765 -0.0545507 1.28337e-05 -0.0226986 0.000199765 0.127007 7.05093e-22
0.5 0.625 0.125 0.160746 0 0.0261431 -0.000407862 -0.0362637 -0.000122965 0.0261431 0.000407862 0.119028 0 -0.03008 -2.9243e-05 -0.0362637 0.000122965 -0.03008 2.9243e-05 0.138262 -2.20389e-21
0.5 0.625 0.25 0.158728 -6.55832e-21 0.0390876 -0.000128108 0.00134752 -1.43871e-05 0.0390876 0.000128108 0.108258 5.63737e-21 -0.0235039 -5.87581e-05 0.00134752 1.43871e-05 -0.0235039 5.87581e-05 0.126438 0
0.5 0.625 0.375 0.164564 0 0.0515742 -2.83187e-05 0.0370191 0.000118092 0.0515742 2.83187e-05 0.099904 1.40934e-21 0.000439305 8.36578e-05 0.0370191 -0.000118092 0.000439305 -8.36578e-05 0.10047 -4.53493e-21
0.5 0.625 0.5 0.162101 -2.74673e-20 0.0573821 -7.72772e-05 0.0514913 5.18587e-05 0.0573821 7.72772e-05 0.0846379 -2.25495e-20 0.0224909 -0.000234052 0.0514913 -5.18587e-05 0.0224909 0.000234052 0.0712189 0
0.5 0.625 0.625 0.160668 0 0.0502022 5.89279e-05 0.0357784 8.4488e-05 0.0502022 -5.89279e-05 0.0829278 2.81868e-21 0.0309917 8.06369e-06 0.0357784 -8.4488e-05 0.0309917 -8.06369e-06 0.0618017 -2.99664e-21
0.5 0.625 0.75 0.160171 -3.35212e-21 0.0377621 -6.38938e-05 -0.000314587 -0.000161292 0.0377621 6.38938e-05 0.0897048 0 0.023844 -7.58771e-05 -0.000314587 0.000161292 0.023844 7.58771e-05 0.0739527 -3.70174e-21
0.5 0.625 0.875 0.161547 0 0.0278548 7.18473e-05 -0.0376126 0.000137084 0.0278548 -7.18473e-05 0.0993643 1.16534e-21 0.000838604 -4.01165e-05 -0.0376126 -0.000137084 0.000838604 4.01165e-05 0.0971954 0
0.5 0.75 0 0.158783 0 -0.0167154 -4.88241e-05 -0.0501337 -4.34102e-05 -0.0167154 4.88241e-05 0.101858 -1.30581e-21 -0.00207858 8.72573e-05 -0.0501337 4.34102e-05 -0.00207858 -8.72573e-05 0.0969179 0
0.5 0.75 0.125 0.163029 6.94562e-21 -0.0116958 -0.000376656 -0.0372457 0.000412699 -0.0116958 0.000376656 0.110671 0 -0.0243875 -1.3326e-05 -0.0372457 -0.000412699 -0.0243875 1.3326e-05 0.126755 -1.49236e-20
0.5 0.75 0.25 0.163611 2.73256e-23 0.000217281 -1.31921e-05 0.000933061 0.000285204 0.000217281 1.31921e-05 0.121488 -2.75262e-24 -0.030884 -9.87678e-05 0.000933061 -0.000285204 -0.030884 9.87678e-05 0.143268 0
0.5 0.75 0.375 0.161658 0 0.0109123 9.01179e-05 0.0344765 -0.00016126 0.0109123 -9.01179e-05 0.113995 7.04671e-22 -0.0185775 -0.000185861 0.0344765 0.00016126 -0.0185775 0.000185861 0.130138 3.92725e-21
0.5 0.75 0.5 0.163366 6.9744e-21 0.0195048 0.000270327 0.054423 8.84446e-05 0.0195048 -0.000270327 0.100316 1.2513e-21 -6.27619e-05 -0.000195108 0.054423 -8.84446e-05 -6.27619e-05 0.000195108 0.100101 5.64074e-21
0.5 0.75 0.625 0.161727 0 0.0151724 9.97291e-05 0.0375889 3.98243e-05 0.0151724 -9.97291e-05 0.0855697 -3.69108e-21 0.0214187 -8.85303e-05 0.0375889 -3.98243e-05 0.0214187 8.85303e-05 0.0738401 -1.41019e-21
0.5 0.75 0.75 0.166238 0 0.00108184 1.16231e-05 0.000792826 4.89632e-05 0.00108184 -1.16231e-05 0.0780395 0 0.0275503 -8.41453e-06 0.000792826 -4.89632e-05 0.0275503 8.41453e-06 0.0590333 -3.52546e-22
0.5 0.75 0.875 0.15974 -8.33532e-22 -0.0117685 -2.51026e-05 -0.0364019 -2.06686e-06 -0.0117685 2.51026e-05 0.0858696 -1.8833e-21 0.0231255 2.77274e-05 -0.0364019 2.06686e-06 0.0231255 -2.77274e-05 0.0683258 7.93229e-22
0.5 0.875 0 0.159686 -2.99869e-20 -0.0543746 2.36415e-05 -0.0498553 -5.2606e-05 -0.0543746 -2.36415e-05 0.0834454 -1.7198e-21 0.0202729 -0.000115565 -0.0498553 5.2606e-05 0.0202729 0.000115565 0.0686346 -1.41019e-21
0.5 0.875 0.125 0.160509 3.36628e-21 -0.0479539 -4.25851e-05 -0.0341493 0.000159774 -0.0479539 4.25851e-05 0.0965688 2.81868e-21 -0.000142998 -0.000218627 -0.0341493 -0.000159774 -0.000142998 0.000218627 0.0971617 0
0.5 0.875 0.25 0.159175 6.62112e-21 -0.0355162 0.000180472 0.000810655 -0.000244296 -0.0355162 -0.000180472 0.109857 1.12747e-20 -0.0217445 -0.00015303 0.000810655 0.000244296 -0.0217445 0.00015303 0.12798 -8.53258e-21
0.5 0.875 0.375 0.167962 0 -0.0238012 -2.73997e-05 0.0363276 -2.60964e-05 -0.0238012 2.73997e-05 0.119299 -7.04671e-22 -0.0331018 8.57645e-07 0.0363276 2.60964e-05 -0.0331018 -8.57645e-07 0.145099 0
0.5 0.875 0.5 0.160744 3.37615e-21 -0.0184193 -0.000372361 0.0507951 -5.61671e-05 -0.0184193 0.000372361 0.114549 5.63737e-21 -0.0196223 -0.000209827 0.0507951 5.61671e-05 -0.0196223 0.000209827 0.129867 -2.82037e-21
0.5 0.875 0.625 0.158777 0 -0.0249435 -0.000157639 0.0375129 8.22004e-05 -0.0249435 0.000157639 0.0976372 -2.81868e-21 0.00164959 0.000169362 0.0375129 -8.22004e-05 0.00164959 -0.000169362 0.0991659 4.23056e-21
0.5 0.875 0.75 0.159289 -3.31531e-21 -0.0363879 -3.71937e-05 0.00166367 -0.000110597 -0.0363879 3.71937e-05 0.0864832 0 0.0247231 5.15645e-05 0.00166367 0.000110597 0.0247231 -5.15645e-05 0.0733574 0
0.5 0.875 0.875 0.159445 -1.32873e-20 -0.0491442 -7.37587e-05 -0.0348738 -9.04127e-05 -0.0491442 7.37587e-05 0.0794654 1.07825e-21 0.0298699 -2.32787e-06 -0.0348738 9.04127e-05 0.0298699 2.32787e-06 0.0589759 -3.52546e-21
0.625 0 0 0.135023 -7.62288e-20 -0.0589414 0.000173117 -0.0426337 -0.000267017 -0.0589414 -0.000173117 0.0660528 -6.09472e-20 0.0238683 -0.000671496 -0.0426337 0.000267017 0.0238683 0.000671496 0.0481198 0
0.625 0 0.125 0.141598 -5.23958e-21 -0.0593242 2.35197e-05 -0.0404167 4.67498e-05 -0.0593242 -2.35197e-05 0.0714328 -2.81868e-21 0.0231491 -6.72936e-05 -0.0404167 -4.67498e-05 0.0231491 6.72936e-05 0.0805252 0
0.625 0 0.25 0.147926 -2.85918e-21 -0.0515838 -5.65548e-05 -0.0138584 -0.000245673 -0.0515838 5.65548e-05 0.0862858 -1.40934e-21 0.00881402 -0.000147843 -0.0138584 0.000245673 0.00881402 0.000147843 0.128356 -7.17752e-22
0.625 0 0.375 0.15231 -1.12454e-20 -0.0406163 -5.42979e-06 0.0207185 0.000546132 -0.0406163 5.42979e-06 0.103243 -7.04671e-22 -0.0107604 -9.85674e-05 0.0207185 -0.000546132 -0.0107604 9.85674e-05 0.161128 -1.31033e-20
0.625 0 0.5 0.147516 0 -0.030986 -0.000218759 0.0415357 0.000225955 -0.030986 0.000218759 0.108743 1.40934e-21 -0.0230023 -8.0156e-05 0.0415357 -0.000225955 -0.0230023 8.0156e-05 0.157919 -3.24813e-21
0.625 0 0.625 0.132955 0 -0.0309024 0.000464774 0.0444309 0.000582915 -0.0309024 -0.000464774 0.0961124 2.25495e-20 -0.0234105 0.000632596 0.0444309 -0.000582915 -0.0234105 -0.000632596 0.117214 -4.43989e-20
0.625 0 0.75 0.138256 0 -0.0414163 5.77948e-05 0.018529 0.000116874 -0.0414163 -5.77948e-05 0.0884376 0 -0.0100105 0.000345207 0.018529 -0.000116874 -0.0100105 -0.000345207 0.0770118 -2.82037e-21
0.625 0 0.875 0.127059 3.37507e-20 -0.0486358 -0.000206043 -0.0176385 0.000359019 -0.0486358 0.000206043 0.0693465 5.42472e-22 0.0104298 0.000571786 -0.0176385 -0.000359019 0.0104298 -0.000571786 0.0470571 -1.69222e-20
0.625 0.125 0 0.145803 0 -0.0608348 0.000221567 -0.0432029 4.09944e-05 -0.0608348 -0.000221567 0.0932254 1.1256e-20 0.0179545 -2.46398e-05 -0.0432029 -4.09944e-05 0.0179545 2.46398e-05 0.0590762 0
0.625 0.125 0.125 0.154381 -1.24567e-20 -0.0593031 -7.98066e-05 -0.0424257 1.45029e-06 -0.0593031 7.98066e-05 0.0940117 -2.18547e-20 0.0351241 0.000175146 -0.0424257 -1.45029e-06 0.0351241 -0.000175146 0.0692619 -2.99664e-21
0.625 0.125 0.25 0.156607 6.40924e-21 -0.0516684 0.000100433 -0.0146457 -0.000226986 -0.0516684 -0.000100433 0.0997488 -5.63737e-21 0.0322182 -9.6258e-05 -0.0146457 0.000226986 0.0322182 9.6258e-05 0.0996704 -4.42776e-21
0.625 0.125 0.375 0.15604 -1.11351e-20 -0.0380766 -9.93537e-05 0.020169 -0.000461603 -0.0380766 9.93537e-05 0.114957 -2.81868e-21 0.00923812 0.000290651 0.020169 0.000461603 0.00923812 -0.000290651 0.125856 1.12815e-20
0.625 0.125 0.5 0.150721 0 -0.0303934 0.000355069 0.0459012 5.63651e-05 -0.0303934 -0.000355069 0.123742 -7.04671e-22 -0.0171476 -0.000172965 0.0459012 -5.63651e-05 -0.0171476 0.000172965 0.138819 2.82037e-21
0.625 0.125 0.625 0.144082 8.13758e-21 -0.0292199 9.34952e-05 0.0461573 -0.000173886 -0.0292199 -9.34952e-05 0.131243 0 -0.033769 -0.00012814 0.0461573 0.000173886 -0.033769 0.00012814 0.12813 0
0.625 0.125 0.75 0.140294 -2.57178e-21 -0.0381612 -6.77637e-05 0.0163948 -0.000261417 -0.0381612 6.77637e-05 0.122944 -6.60514e-21 -0.0339609 -7.99696e-05 0.0163948 0.000261417 -0.0339609 7.99696e-05 0.101445 5.64074e-21
0.625 0.125 0.875 0.140525 -3.8704e-21 -0.0529737 4.78182e-06 -0.0180651 0.000136479 -0.0529737 -4.78182e-06 0.107604 -2.81868e-21 -0.00875329 6.48829e-05 -0.0180651 -0.000136479 -0.00875329 -6.48829e-05 0.06898 -2.82037e-21
0.625 0.25 0 0.152269 0 -0.0337734 -0.000218383 -0.0454704 0.00010768 -0.0337734 0.000218383 0.127137 -5.63737e-21 -0.00375672 -0.000179449 -0.0454704 -0.00010768 -0.00375672 0.000179449 0.0862077 1.41019e-21
0.625 0.25 0.125 0.155522 0 -0.0281055 0.000235703 -0.0418166 5.17944e-05 -0.0281055 -0.000235703 0.121541 -1.76764e-21 0.0244876 2.01686e-05 -0.0418166 -5.17944e-05 0.0244876 -2.01686e-05 0.0813912 2.82037e-21
0.625 0.25 0.25 0.162819 -4.32988e-22 -0.023483 0.000258104 -0.0167097 0.000113147 -0.023483 -0.000258104 0.115333 3.26639e-21 0.0430798 4.50001e-05 -0.0167097 -0.000113147 0.0430798 -4.50001e-05 0.0857311 0
0.625 0.25 0.375 0.166129 7.21228e-21 -0.0137394 0.000286168 0.021411 0.00018355 -0.0137394 -0.000286168 0.121725 -2.81868e-21 0.0354612 9.44568e-05 0.021411 -0.00018355 0.0354612 -9.44568e-05 0.0983831 0
0.625 0.25 0.5 0.158841 3.2967e-21 -0.00535367 -0.000780143 0.0469043 -0.000225942 -0.00535367 0.000780143 0.142163 0 0.0062857 -2.55444e-06 0.0469043 0.000225942 0.0062857 2.55444e-06 0.113155 -1.12815e-20
0.625 0.25 0.625 0.147632 2.84785e-21 -0.00454165 0.000206918 0.0462022 -0.000254352 -0.00454165 -0.000206918 0.141343 2.81868e-21 -0.0258511 -0.000283822 0.0462022 0.000254352 -0.0258511 0.000283822 0.114743 5.64074e-21
0.625 0.25 0.75 0.151536 0 -0.0064114 0.000525427 0.0166555 -0.000360771 -0.0064114 -0.000525427 0.147725 4.22061e-21 -0.0401034 -1.79356e-05 0.0166555 0.000360771 -0.0401034 1.79356e-05 0.111554 0
0.625 0.25 0.875 0.144633 5.4666e-21 -0.0227388 9.46464e-05 -0.0192853 -0.000141718 -0.0227388 -9.46464e-05 0.141314 -4.94499e-21 -0.0338484 9.58962e-05 -0.0192853 0.000141718 -0.0338484 -9.58962e-05 0.0987277 2.82037e-21
0.625 0.375 0 0.147866 0 0.00739799 0.000503024 -0.0461947 -0.000242491 0.00739799 -0.000503024 0.141534 0 -0.0272196 0.000468253 -0.0461947 0.000242491 -0.0272196 -0.000468253 0.112552 0
0.625 0.375 0.125 0.155294 0 0.00646423 0.000250558 -0.0482186 3.13927e-05 0.00646423 -0.000250558 0.135104 0 0.00630384 0.000128629 -0.0482186 -3.13927e-05 0.00630384 -0.000128629 0.104932 0
0.625 0.375 0.25 0.164357 7.05928e-21 0.0153972 -0.000233617 -0.0191843 -0.000399978 0.0153972 0.000233617 0.125211 -1.03337e-20 0.0357517 0.000178511 -0.0191843 0.000399978 0.0357517 -0.000178511 0.0991627 1.12815e-20
0.625 0.375 0.375 0.162946 6.93856e-21 0.0241763 -0.000295734 0.0173244 -0.000184492 0.0241763 0.000295734 0.118265 5.63737e-21 0.0441184 -0.000128933 0.0173244 0.000184492 0.0441184 0.000128933 0.087657 0
0.625 0.375 0.5 0.159541 0 0.0356658 0.000247688 0.0466911 4.622e-05 0.0356658 -0.000247688 0.119881 0 0.0269464 -0.00034652 0.0466911 -4.622e-05 0.0269464 0.00034652 0.0837201 0
0.625 0.375 0.625 0.152099 -6.04552e-21 0.0357482 -0.000248964 0.047975 0.000119066 0.0357482 0.000248964 0.130238 -1.12747e-20 -0.00444466 0.000192202 0.047975 -0.000119066 -0.00444466 -0.000192202 0.0868891 5.64074e-21
0.625 0.375 0.75 0.143737 0 0.0250297 0.000334421 0.0215261 -1.33285e-05 0.0250297 -0.000334421 0.142017 0 -0.0355741 -3.62832e-06 0.0215261 1.33285e-05 -0.0355741 3.62832e-06 0.0977958 -3.52546e-22
0.625 0.375 0.875 0.142139 -3.03429e-21 0.0142219 -0.000300789 -0.0180656 0.000212056 0.0142219 0.000300789 0.145451 -5.51423e-21 -0.039757 -0.000131342 -0.0180656 -0.000212056 -0.039757 0.000131342 0.11022 -5.64074e-21
0.625 0.5 0 0.142276 5.28991e-21 0.0322754 -0.000209696 -0.0446105 -2.63537e-05 0.0322754 0.000209696 0.131199 -5.63737e-21 -0.0344421 8.04594e-05 -0.0446105 2.63537e-05 -0.0344421 -8.04594e-05 0.125458 0
0.625 0.5 0.125 0.14806 5.72878e-21 0.0321828 5.73847e-05 -0.0437964 0.000226904 0.0321828 -5.73847e-05 0.126631 2.81868e-21 -0.015315 -6.62902e-05 -0.0437964 -0.000226904 -0.015315 6.62902e-05 0.135964 0
0.625 0.5 0.25 0.156988 -3.62275e-21 0.0425314 -3.77297e-05 -0.019939 -1.20509e-05 0.0425314 3.77297e-05 0.117698 2.81868e-21 0.0132104 0.000110701 -0.019939 1.20509e-05 0.0132104 -0.000110701 0.130877 -1.76273e-22
0.625 0.5 0.375 0.156061 3.18231e-21 0.0528468 -1.28364e-05 0.0157966 0.000144874 0.0528468 1.28364e-05 0.101843 1.12747e-20 0.0326484 -0.000179064 0.0157966 -0.000144874 0.0326484 0.000179064 0.100448 -1.30015e-20
0.625 0.5 0.5 0.151586 0 0.0612917 -6.14339e-05 0.0439455 -0.00023258 0.0612917 6.14339e-05 0.0949917 -2.81868e-21 0.033418 9.88118e-05 0.0439455 0.00023258 0.033418 -9.88118e-05 0.0715711 0
0.625 0.5 0.625 0.143282 2.14598e-20 0.0604429 4.90627e-05 0.0443531 -4.47817e-05 0.0604429 -4.90627e-05 0.09629 2.81868e-21 0.0167967 7.60346e-05 0.0443531 4.47817e-05 0.0167967 -7.60346e-05 0.0598477 2.46782e-21
0.625 0.5 0.75 0.139764 0 0.0514894 -3.33358e-06 0.0201897 -0.000146272 0.0514894 3.33358e-06 0.110671 -1.76168e-22 -0.0105777 9.17681e-07 0.0201897 0.000146272 -0.0105777 -9.17681e-07 0.072788 0
0.625 0.5 0.875 0.135439 0 0.0384861 0.000124993 -0.0173326 -0.000180513 0.0384861 -0.000124993 0.123664 -8.94954e-21 -0.0292834 -0.00013329 -0.0173326 0.000180513 -0.0292834 0.00013329 0.0990272 2.82037e-21
0.625 0.625 0 0.136576 3.89959e-20 0.0321799 0.000673287 -0.041991 0.000744165 0.0321799 -0.000673287 0.0989665 2.25495e-20 -0.0262501 -0.000905066 -0.041991 -0.000744165 -0.0262501 0.000905066 0.117703 4.51259e-20
0.625 0.625 0.125 0.14248 -1.12454e-20 0.0306128 -0.000135169 -0.0434882 -0.000218799 0.0306128 0.000135169 0.108153 -2.81868e-21 -0.0257626 -0.000145707 -0.0434882 0.000218799 -0.0257626 0.000145707 0.148979 -1.44539e-21
0.625 0.625 0.25 0.147929 -2.7566e-21 0.041886 -3.60556e-05 -0.0202915 4.38524e-05 0.041886 3.60556e-05 0.101208 -4.22803e-21 -0.011894 0.000133579 -0.0202915 -4.38524e-05 -0.011894 -0.000133579 0.153568 0
0.625 0.625 0.375 0.146249 0 0.0519103 -0.000122501 0.0152857 -0.000444832 0.0519103 0.000122501 0.088128 0 0.00877167 -0.000197707 0.0152857 0.000444832 0.00877167 0.000197707 0.128306 5.64074e-21
0.625 0.625 0.5 0.146469 1.12126e-20 0.0637326 4.04231e-05 0.0427602 -0.000156134 0.0637326 -4.04231e-05 0.0752251 1.40934e-21 0.0245503 -0.000206583 0.0427602 0.000156134 0.0245503 0.000206583 0.0865302 2.85651e-21
0.625 0.625 0.625 0.138489 0 0.0619733 0.000332728 0.0441656 -0.000599237 0.0619733 -0.000332728 0.0694808 -1.12747e-19 0.0249657 0.000905324 0.0441656 0.000599237 0.0249657 -0.000905324 0.0517375 9.02519e-20
0.625 0.625 0.75 0.131178 0 0.0527394 -0.000283774 0.0196885 0.000713157 0.0527394 0.000283774 0.0722872 0 0.0108426 -0.00112336 0.0196885 -0.000713157 0.0108426 0.00112336 0.047666 0
0.625 0.625 0.875 0.131613 3.62133e-20 0.0401256 0.000134956 -0.016711 0.000365263 0.0401256 -0.000134956 0.0869185 1.12747e-20 -0.00977448 -0.00046582 -0.016711 -0.000365263 -0.00977448 0.00046582 0.0724638 -5.64074e-21
0.625 0.75 0 0.126473 5.22501e-22 0.00255652 0.000238803 -0.039175 -0.000133987 0.00255652 -0.000238803 0.0695867 2.11401e-21 -0.00457925 -0.000438159 -0.039175 0.000133987 -0.00457925 0.000438159 0.0879736 0
0.625 0.75 0.125 0.140012 2.74498e-21 0.00460245 -6.69711e-05 -0.0421703 -6.5688e-05 0.00460245 6.69711e-05 0.0868026 2.81868e-21 -0.0164692 0.000217189 -0.0421703 6.5688e-05 -0.0164692 -0.000217189 0.142204 0
0.625 0.75 0.25 0.142739 1.40568e-21 0.0142038 6.83728e-05 -0.0172772 -9.09158e-05 0.0142038 -6.83728e-05 0.0844898 7.04671e-22 -0.0215137 6.6725e-05 -0.0172772 9.09158e-05 -0.0215137 -6.6725e-05 0.167657 0
0.625 0.75 0.375 0.139078 -7.46768e-22 0.0267275 8.91549e-05 0.0199341 2.39672e-06 0.0267275 -8.91549e-05 0.0768865 0 -0.0118127 0.000103802 0.0199341 -2.39672e-06 -0.0118127 -0.000103802 0.154481 -7.77061e-22
0.625 0.75 0.5 0.139004 1.26235e-21 0.0353063 3.89208e-05 0.0429377 -2.31123e-05 0.0353063 -3.89208e-05 0.069966 -2.81868e-21 0.00490633 -2.9334e-06 0.0429377 2.31123e-05 0.00490633 2.9334e-06 0.11257 0
0.625 0.75 0.625 0.132604 1.28663e-19 0.0361186 -0.000171636 0.0430388 0.000152213 0.0361186 0.000171636 0.0567959 -5.63737e-21 0.016841 -0.000316571 0.0430388 -0.000152213 0.016841 0.000316571 0.0647197 3.92119e-20
0.625 0.75 0.75 0.122644 0 0.0247612 4.29551e-05 0.0176812 -7.34319e-05 0.0247612 -4.29551e-05 0.0504051 2.48409e-21 0.0199009 -3.1044e-05 0.0176812 7.34319e-05 0.0199009 3.1044e-05 0.03681 1.41019e-21
0.625 0.75 0.875 0.12855 0 0.012765 0.000111243 -0.0168105 -4.27302e-05 0.012765 -0.000111243 0.0570818 1.62395e-21 0.0115196 5.22769e-05 -0.0168105 4.27302e-05 0.0115196 -5.22769e-05 0.0475533 -7.05093e-22
0.625 0.875 0 0.130753 7.14839e-20 -0.0349659 -0.000225734 -0.0411147 0.000115506 -0.0349659 0.000225734 0.0540483 0 0.0157323 0.000582073 -0.0411147 -0.000115506 0.0157323 -0.000582073 0.0632209 5.64074e-21
0.625 0.875 0.125 0.139354 5.07487e-21 -0.0350805 5.40139e-05 -0.0402826 -9.52288e-05 -0.0350805 -5.40139e-05 0.0690489 0 0.00240381 -9.61229e-05 -0.0402826 9.52288e-05 0.00240381 9.61229e-05 0.112745 5.64074e-21
0.625 0.875 0.25 0.14144 5.12363e-21 -0.0249151 -9.39114e-05 -0.0147322 -0.000189274 -0.0249151 9.39114e-05 0.0810253 -2.11401e-21 -0.0121428 5.94937e-05 -0.0147322 0.000189274 -0.0121428 -5.94937e-05 0.153122 0
0.625 0.875 0.375 0.144741 1.12454e-20 -0.0131513 0.000241272 0.0207254 0.000458053 -0.0131513 -0.000241272 0.085265 0 -0.021611 0.000296256 0.0207254 -0.000458053 -0.021611 -0.000296256 0.171529 2.29928e-20
0.625 0.875 0.5 0.141305 2.7068e-22 -0.00209477 -6.04247e-05 0.0427294 3.03317e-05 -0.00209477 6.04247e-05 0.0843462 5.28503e-22 -0.0171785 -9.45774e-06 0.0427294 -3.03317e-05 -0.0171785 9.45774e-06 0.145246 1.37386e-21
0.625 0.875 0.625 0.127248 0 -0.00282423 0.00021868 0.0395632 3.85649e-05 -0.00282423 -0.00021868 0.0663971 -7.04671e-22 -0.00174407 0.000317454 0.0395632 -3.85649e-05 -0.00174407 -0.000317454 0.0915111 -2.82037e-21
0.625 0.875 0.75 0.129169 6.54022e-21 -0.0118436 -0.000107784 0.0177966 -2.51712e-05 -0.0118436 0.000107784 0.0581066 6.77965e-21 0.0137451 0.00013372 0.0177966 2.51712e-05 0.0137451 -0.00013372 0.0500208 -7.05093e-22
0.625 0.875 0.875 0.131398 -1.12798e-21 -0.0260723 8.79754e-05 -0.018414 -1.22778e-06 -0.0260723 -8.79754e-05 0.0512273 -2.81868e-21 0.0217569 4.37563e-05 -0.018414 1.22778e-06 0.0217569 -4.37563e-05 0.036306 -5.50854e-22
0.75 0 0 0.079019 -5.22152e-20 -0.0346276 0.000138373 -0.0244742 -0.00029012 -0.0346276 -0.000138373 0.0384591 -5.19123e-20 0.0140297 -0.000477427 -0.0244742 0.00029012 0.0140297 0.000477427 0.0289868 0
0.75 0 0.125 0.0894007 8.35461e-21 -0.038383 1.35024e-05 -0.0313938 -9.80072e-05 -0.038383 -1.35024e-05 0.0435223 1.76168e-21 0.0181208 8.66271e-05 -0.0313938 9.80072e-05 0.0181208 -8.66271e-05 0.0757635 0
0.75 0 0.25 0.102714 0 -0.038342 2.78759e-06 -0.0186083 -8.81032e-05 -0.038342 -2.78759e-06 0.0569235 8.80839e-23 0.0113516 5.88352e-05 -0.0186083 8.81032e-05 0.0113516 -5.88352e-05 0.141326 -2.27623e-21
0.75 0 0.375 0.110266 2.99937e-21 -0.0296594 2.96743e-05 0.00268232 8.60879e-05 -0.0296594 -2.96743e-05 0.0737194 0 -0.000583449 -0.000147107 0.00268232 -8.60879e-05 -0.000583449 0.000147107 0.179558 -2.95262e-22
0.75 0 0.5 0.099771 2.19638e-23 -0.0180319 -0.000123611 0.0275097 -6.80301e-07 -0.0180319 0.000123611 0.0771517 2.90677e-21 -0.0144388 -8.60456e-06 0.0275097 6.80301e-07 -0.0144388 8.60456e-06 0.185205 0
0.75 0 0.625 0.0882387 0 -0.0118262 0.00047753 0.0327301 0.000142503 -0.0118262 -0.00047753 0.0741117 0 -0.0173807 0.000323353 0.0327301 -0.000142503 -0.0173807 -0.000323353 0.130633 8.89053e-21
